,jyoCd,Year,Kaiji,Nichiji,RaceNum,Umaban,Bamei
0,06,19,2,3,01,01,サクラザチェンジ
0,06,19,2,3,01,05,タマノカイザー
0,06,19,2,3,01,13,マヤノハンパネー
0,06,19,2,3,01,15,ヤシャジン
0,06,19,2,3,02,05,ゴウユウ
0,06,19,2,3,03,03,クワドラード
0,06,19,2,3,03,06,ペイシャラトゥール
0,06,19,2,3,03,14,コヨキチボンバー
0,06,19,2,3,04,06,コスモターンブルー
0,06,19,2,3,04,07,グッドトゥヒアー
0,06,19,2,3,06,13,カナロアガール
0,06,19,2,3,06,14,ラヴィングウェイ
0,06,19,2,3,07,01,ブルーアトール
0,06,19,2,3,07,03,ブルーアガヴェ
0,06,19,2,3,07,05,ジユウノメガミ
0,06,19,2,3,07,14,フォッサマグナ
0,06,19,2,3,08,02,グラットシエル
0,06,19,2,3,08,03,サトノシャーク
0,06,19,2,3,09,03,ゴールドクロス
0,06,19,2,3,09,10,ロンギングファロー
0,06,19,2,3,09,12,カラリエーヴァ
0,06,19,2,3,11,04,エントリーチケット
0,06,19,2,3,11,08,イエローマリンバ
0,06,19,2,3,12,06,デルタバローズ
0,09,19,1,3,01,04,シルバースミス
0,09,19,1,3,01,12,メイショウカスガ
0,09,19,1,3,02,04,ワンダークラッシー
0,09,19,1,3,03,02,ルチーフェロ
0,09,19,1,3,03,05,トモジャチャーリー
0,09,19,1,3,03,12,シイチ
0,09,19,1,3,04,05,エイカイボルト
0,09,19,1,3,04,07,クードメイトル
0,09,19,1,3,04,09,ユウチャージ
0,09,19,1,3,04,11,エスカレードフジ
0,09,19,1,3,06,04,アヴァンセ
0,09,19,1,3,11,06,シェーングランツ
0,09,19,1,3,11,10,アフランシール
0,10,19,1,7,01,01,クリノマレンゴ
0,10,19,1,7,01,07,イチバンダイコ
0,10,19,1,7,02,01,タイサイ
0,10,19,1,7,02,02,ウインヴァモス
0,10,19,1,7,02,04,ノンノンナイン
0,10,19,1,7,02,14,イチザテイオー
0,10,19,1,7,02,15,シブヤクロッシング
0,10,19,1,7,02,16,キモンカラー
0,10,19,1,7,03,07,アラスカ
0,10,19,1,7,03,10,グラッブアドリーム
0,10,19,1,7,08,03,ケアリアポンド
0,10,19,1,7,09,02,マルターズゲイル
0,10,19,1,7,09,07,サンライズサーカス
0,10,19,1,7,09,09,パフォーム
0,10,19,1,7,10,03,リリーマイスター
